Week #,Starting Date,Total Value,Num Datapoints,Average Value
125,5/20/2012,6.445957758,7,0.9208511084
126,5/27/2012,0.008320626219,7,0.001188660888
127,6/3/2012,24.43228518,7,3.490326455
128,6/10/2012,0.01039079062,7,0.001484398659
129,6/17/2012,3.817383794,7,0.545340542
130,6/24/2012,2.363791631,7,0.3376845187
131,7/1/2012,0.008166410739,7,0.001166630106
132,7/8/2012,0,7,0
133,7/15/2012,0.6220226585,7,0.08886037979
134,7/22/2012,0.02735032775,7,0.003907189678
135,7/29/2012,0,7,0
136,8/5/2012,0,7,0
137,8/12/2012,0.1159891404,7,0.0165698772
138,8/19/2012,0,7,0
139,8/26/2012,0,7,0
140,9/2/2012,0.01852678068,7,0.002646682954
141,9/9/2012,0,7,0
142,9/16/2012,0,7,0
143,9/23/2012,0,7,0
144,9/30/2012,0,7,0
145,10/7/2012,0.2065939926,7,0.02951342751
146,10/14/2012,0.003610329518,7,0.0005157613597
147,10/21/2012,44.61174563,7,6.373106519
148,10/28/2012,21.60854125,7,3.086934464
149,11/4/2012,6.280007662,7,0.8971439517
150,11/11/2012,65.18037539,7,9.311482198
151,11/18/2012,81.37495201,7,11.62499314
152,11/25/2012,225.2398822,7,32.17712603
153,12/2/2012,65.68229058,7,9.383184369
154,12/9/2012,21.4672246,7,3.066746372
155,12/16/2012,136.9042804,7,19.55775434
156,12/23/2012,65.55484629,7,9.364978041
157,12/30/2012,1.552840131,7,0.2218343044
158,1/6/2013,8.481928732,7,1.211704105
159,1/13/2013,0,7,0
160,1/20/2013,22.03002381,7,3.147146258
161,1/27/2013,0.01571160154,7,0.002244514505
162,2/3/2013,9.433305949,7,1.347615136
163,2/10/2013,0,7,0
164,2/17/2013,10.13612815,7,1.448018307
165,2/24/2013,0.3712141895,7,0.05303059851
166,3/3/2013,33.40940457,7,4.772772081
167,3/10/2013,0,7,0
168,3/17/2013,26.03111156,7,3.718730223
169,3/24/2013,22.05649368,7,3.150927669
170,3/31/2013,50.43980365,7,7.205686235
171,4/7/2013,6.267509555,7,0.8953585079
172,4/14/2013,0.2102231221,7,0.03003187458
173,4/21/2013,0,7,0
174,4/28/2013,0.0009097449056,7,0.0001299635579
175,5/5/2013,12.66419622,7,1.809170889
176,5/12/2013,8.275969495,7,1.182281356
177,5/19/2013,0.0615562856,7,0.008793755086
178,5/26/2013,14.88818022,7,2.126882889
179,6/2/2013,0,7,0
180,6/9/2013,0.1123648413,7,0.01605212019
181,6/16/2013,1.638102348,7,0.2340146211
182,6/23/2013,55.13855329,7,7.876936185
183,6/30/2013,2.323584738,7,0.3319406768
184,7/7/2013,0,7,0
185,7/14/2013,0,7,0
186,7/21/2013,0.3255830233,7,0.04651186047
187,7/28/2013,0,7,0
188,8/4/2013,0.2610126888,7,0.03728752697
189,8/11/2013,0,7,0
190,8/18/2013,1.766469081,7,0.2523527258
191,8/25/2013,0.3446448593,7,0.0492349799
192,9/1/2013,0.006037890831,7,0.0008625558329
193,9/8/2013,0.008020993015,7,0.001145856145
194,9/15/2013,27.59450187,7,3.942071696
195,9/22/2013,1.795414561,7,0.2564877944
196,9/29/2013,19.42755454,7,2.775364935
197,10/6/2013,2.898129019,7,0.4140184313
198,10/13/2013,0,7,0
199,10/20/2013,0.0007855619492,7,0.0001122231356
200,10/27/2013,4.270109171,7,0.6100155959
201,11/3/2013,0,7,0
202,11/10/2013,0.00001508278342,7,0.000002154683346
203,11/17/2013,46.15879389,7,6.594113414
204,11/24/2013,0,7,0
205,12/1/2013,8.124128913,7,1.160589845
206,12/8/2013,0,7,0
207,12/15/2013,0,7,0
208,12/22/2013,0,7,0
209,12/29/2013,0,7,0
210,1/5/2014,7.363706182,7,1.051958026
211,1/12/2014,0.1340651583,7,0.01915216547
212,1/19/2014,0,7,0
213,1/26/2014,8.438443263,7,1.205491895
214,2/2/2014,84.23177767,7,12.0331111
215,2/9/2014,80.71815684,7,11.53116526
216,2/16/2014,1.419063398,7,0.2027233426
217,2/23/2014,89.82685602,7,12.832408
218,3/2/2014,90.49355213,7,12.9276503
219,3/9/2014,39.04360534,7,5.577657905
220,3/16/2014,0.0003821959094,7,0.00005459941562
221,3/23/2014,101.7766872,7,14.53952674
222,3/30/2014,33.23833999,7,4.748334284
223,4/6/2014,0,7,0
224,4/13/2014,1.766608199,7,0.2523725998
225,4/20/2014,16.39697204,7,2.342424578
226,4/27/2014,1.252444684,7,0.1789206691
227,5/4/2014,9.422192746,7,1.346027535
228,5/11/2014,0,7,0
229,5/18/2014,3.14806271,7,0.4497232442
230,5/25/2014,0,7,0
231,6/1/2014,0.001574279952,7,0.000224897136
232,6/8/2014,0,7,0
233,6/15/2014,0.01593482213,7,0.002276403161
234,6/22/2014,4.81269118,7,0.6875273114
235,6/29/2014,0.04103581959,7,0.005862259941
236,7/6/2014,0.7527020042,7,0.1075288577
237,7/13/2014,0.1113006405,7,0.0159000915
238,7/20/2014,0.7580236842,7,0.1082890977
239,7/27/2014,0.05133889989,7,0.007334128556
240,8/3/2014,6.145621423,7,0.8779459176
241,8/10/2014,0.6925625165,7,0.09893750236
242,8/17/2014,0,7,0
243,8/24/2014,0,7,0
244,8/31/2014,0,7,0
245,9/7/2014,0,7,0
246,9/14/2014,1.5172544,7,0.2167506286
247,9/21/2014,49.8113584,7,7.115908343
248,9/28/2014,0.09133004834,7,0.01304714976
249,10/5/2014,0,7,0
250,10/12/2014,17.3324597,7,2.476065672
251,10/19/2014,83.18625763,7,11.88375109
252,10/26/2014,22.19177963,7,3.170254234
253,11/2/2014,0.000166245545,7,0.00002374936358
