Week #,Starting Date,Total Value,Num Datapoints,Average Value,Average Value /7
453,9/2/2018,3.743247575,7,0.5347496535,0.5347496535
454,9/9/2018,3.35264165,7,0.4789488071,0.4789488071
455,9/16/2018,3.680413631,7,0.5257733759,0.5257733759
456,9/23/2018,3.699501283,7,0.5285001833,0.5285001833
457,9/30/2018,1.46185995,7,0.2088371357,0.2088371357
458,10/7/2018,3.512203291,6,0.5853672152,0.5017433273
459,10/14/2018,4.178547517,7,0.5969353596,0.5969353596
460,10/21/2018,2.699532874,7,0.3856475534,0.3856475534
461,10/28/2018,2.417910612,6,0.4029851021,0.3454158018
462,11/4/2018,3.66711883,7,0.5238741186,0.5238741186
463,11/11/2018,3.488616719,7,0.498373817,0.498373817
464,11/18/2018,1.816650325,7,0.2595214749,0.2595214749
465,11/25/2018,1.062162774,7,0.1517375392,0.1517375392
466,12/2/2018,2.089656295,7,0.2985223279,0.2985223279
467,12/9/2018,2.00704794,7,0.2867211342,0.2867211342
468,12/16/2018,0.7177595219,7,0.1025370746,0.1025370746
469,12/23/2018,1.783383375,7,0.2547690536,0.2547690536
470,12/30/2018,2.713066876,7,0.3875809823,0.3875809823
471,1/6/2019,0.8679777597,7,0.1239968228,0.1239968228
472,1/13/2019,1.149714361,7,0.1642449087,0.1642449087
473,1/20/2019,2.668136745,7,0.3811623921,0.3811623921
474,1/27/2019,2.333278021,7,0.3333254316,0.3333254316
475,2/3/2019,0.570674178,7,0.08152488257,0.08152488257
476,2/10/2019,0.280593441,7,0.04008477729,0.04008477729
477,2/17/2019,1.975413618,7,0.2822019454,0.2822019454
478,2/24/2019,0.4145763902,7,0.05922519861,0.05922519861
479,3/3/2019,0.3389923665,7,0.04842748093,0.04842748093
480,3/10/2019,2.443911417,7,0.3491302025,0.3491302025
481,3/17/2019,1.449948241,7,0.207135463,0.207135463
482,3/24/2019,1.263686274,7,0.1805266106,0.1805266106
483,3/31/2019,0.5586354724,7,0.07980506749,0.07980506749
484,4/7/2019,1.95101516,7,0.2787164514,0.2787164514
485,4/14/2019,1.970144044,7,0.2814491491,0.2814491491
486,4/21/2019,3.987018887,7,0.5695741267,0.5695741267
487,4/28/2019,4.00029007,7,0.57147001,0.57147001
488,5/5/2019,3.98958085,7,0.5699401215,0.5699401215
489,5/12/2019,1.044281708,7,0.1491831011,0.1491831011
490,5/19/2019,1.583773031,7,0.2262532901,0.2262532901
491,5/26/2019,2.852017788,7,0.4074311126,0.4074311126
492,6/2/2019,4.085610763,7,0.5836586804,0.5836586804
493,6/9/2019,4.120152651,7,0.5885932358,0.5885932358
494,6/16/2019,4.354559096,7,0.6220798709,0.6220798709
495,6/23/2019,3.885114285,7,0.5550163265,0.5550163265
496,6/30/2019,4.101571811,7,0.5859388301,0.5859388301
497,7/7/2019,3.442149739,6,0.5736916232,0.491735677
498,7/14/2019,4.118527206,7,0.5883610294,0.5883610294
499,7/21/2019,3.893889156,7,0.5562698795,0.5562698795
500,7/28/2019,4.225072789,7,0.6035818271,0.6035818271
501,8/4/2019,2.833679435,7,0.4048113479,0.4048113479
502,8/11/2019,4.291141161,7,0.6130201659,0.6130201659
503,8/18/2019,3.921640244,7,0.5602343206,0.5602343206
504,8/25/2019,3.984482968,7,0.5692118526,0.5692118526
505,9/1/2019,3.72941965,7,0.5327742357,0.5327742357
506,9/8/2019,3.918538581,7,0.5597912259,0.5597912259
507,9/15/2019,3.170969092,7,0.4529955846,0.4529955846
508,9/22/2019,3.074436482,7,0.4392052117,0.4392052117
509,9/29/2019,3.376515534,7,0.482359362,0.482359362
510,10/6/2019,3.928699722,7,0.5612428174,0.5612428174
511,10/13/2019,3.006511797,7,0.4295016853,0.4295016853
512,10/20/2019,3.497358523,7,0.4996226461,0.4996226461
513,10/27/2019,4.142395653,7,0.5917708075,0.5917708075
514,11/3/2019,3.559473145,7,0.5084961635,0.5084961635
515,11/10/2019,2.334116272,7,0.3334451817,0.3334451817
516,11/17/2019,3.939673611,7,0.5628105159,0.5628105159
517,11/24/2019,1.573924403,7,0.2248463433,0.2248463433
518,12/1/2019,0.4200655939,7,0.06000937055,0.06000937055
519,12/8/2019,1.370881461,7,0.1958402088,0.1958402088
520,12/15/2019,1.182919751,7,0.1689885358,0.1689885358
521,12/22/2019,2.140168337,7,0.3057383338,0.3057383338
522,12/29/2019,2.366041293,7,0.338005899,0.338005899
523,1/5/2020,2.29248531,7,0.3274979014,0.3274979014
524,1/12/2020,0.3332405537,7,0.04760579338,0.04760579338
525,1/19/2020,0.2815313849,7,0.04021876927,0.04021876927
526,1/26/2020,1.667910108,7,0.2382728726,0.2382728726
527,2/2/2020,3.02568468,7,0.4322406685,0.4322406685
528,2/9/2020,3.418724013,7,0.4883891447,0.4883891447
529,2/16/2020,3.208198466,7,0.4583140666,0.4583140666
530,2/23/2020,3.396669438,7,0.4852384911,0.4852384911
531,3/1/2020,2.920762773,7,0.4172518248,0.4172518248
532,3/8/2020,2.695236249,7,0.3850337498,0.3850337498
533,3/15/2020,1.4125406,7,0.2017915143,0.2017915143
534,3/22/2020,1.647585138,7,0.2353693055,0.2353693055
535,3/29/2020,1.926189277,7,0.2751698967,0.2751698967
536,4/5/2020,2.638459051,7,0.3769227216,0.3769227216
537,4/12/2020,3.473498967,7,0.4962141382,0.4962141382
538,4/19/2020,2.883028023,7,0.4118611461,0.4118611461
539,4/26/2020,3.451601926,7,0.4930859895,0.4930859895
540,5/3/2020,3.980482406,7,0.5686403437,0.5686403437
541,5/10/2020,0.9230132772,7,0.1318590396,0.1318590396
542,5/17/2020,2.536258968,7,0.3623227098,0.3623227098
543,5/24/2020,3.257822392,7,0.4654031989,0.4654031989
544,5/31/2020,3.440501982,7,0.4915002831,0.4915002831
545,6/7/2020,3.396324601,7,0.4851892287,0.4851892287
546,6/14/2020,3.59703298,7,0.5138618543,0.5138618543
547,6/21/2020,4.239588275,7,0.6056554679,0.6056554679
548,6/28/2020,4.339015626,7,0.6198593751,0.6198593751
549,7/5/2020,4.368847698,7,0.6241210997,0.6241210997
550,7/12/2020,4.34394869,7,0.6205640986,0.6205640986
551,7/19/2020,4.246753037,7,0.6066790053,0.6066790053
552,7/26/2020,4.283926415,7,0.6119894878,0.6119894878
553,8/2/2020,4.250674922,7,0.6072392746,0.6072392746
554,8/9/2020,4.17673526,7,0.5966764658,0.5966764658
555,8/16/2020,2.455521278,7,0.3507887539,0.3507887539
556,8/23/2020,3.669651566,7,0.524235938,0.524235938
557,8/30/2020,4.267770238,7,0.6096814625,0.6096814625
558,9/6/2020,3.437902565,7,0.4911289379,0.4911289379
559,9/13/2020,3.920229539,7,0.5600327912,0.5600327912
560,9/20/2020,3.902473257,7,0.5574961796,0.5574961796
561,9/27/2020,4.158844895,7,0.5941206993,0.5941206993
562,10/4/2020,3.100812447,7,0.4429732067,0.4429732067
563,10/11/2020,3.961918507,7,0.5659883581,0.5659883581
564,10/18/2020,4.177811713,7,0.5968302448,0.5968302448
565,10/25/2020,4.207591914,7,0.6010845592,0.6010845592
566,11/1/2020,3.425020887,7,0.4892886981,0.4892886981
567,11/8/2020,2.509259397,7,0.3584656281,0.3584656281
568,11/15/2020,2.09676016,7,0.2995371657,0.2995371657
569,11/22/2020,3.615252326,7,0.516464618,0.516464618
570,11/29/2020,3.822492474,7,0.5460703534,0.5460703534
571,12/6/2020,3.518530526,7,0.5026472179,0.5026472179
572,12/13/2020,1.348309943,7,0.1926157062,0.1926157062
573,12/20/2020,2.712440505,7,0.3874915007,0.3874915007
574,12/27/2020,1.786476453,7,0.2552109218,0.2552109218
575,1/3/2021,1.067170248,7,0.1524528926,0.1524528926
576,1/10/2021,1.62091611,7,0.2315594443,0.2315594443
577,1/17/2021,3.163221474,7,0.4518887821,0.4518887821
578,1/24/2021,0.6507552736,7,0.09296503909,0.09296503909
579,1/31/2021,1.682902136,7,0.2404145909,0.2404145909
580,2/7/2021,2.283296906,7,0.3261852722,0.3261852722
581,2/14/2021,1.491710728,6,0.2486184547,0.2131015326
582,2/21/2021,3.686945228,7,0.5267064612,0.5267064612
583,2/28/2021,3.318633746,7,0.4740905352,0.4740905352
584,3/7/2021,1.927872155,7,0.2754103078,0.2754103078
585,3/14/2021,1.208299305,7,0.1726141864,0.1726141864
586,3/21/2021,3.341123364,7,0.4773033378,0.4773033378
587,3/28/2021,3.550398442,7,0.5071997774,0.5071997774
588,4/4/2021,3.904610857,7,0.5578015509,0.5578015509
589,4/11/2021,3.969617779,7,0.5670882541,0.5670882541
590,4/18/2021,3.122408436,7,0.446058348,0.446058348
591,4/25/2021,3.015582636,7,0.4307975195,0.4307975195
592,5/2/2021,4.157562072,7,0.5939374389,0.5939374389
593,5/9/2021,3.670856001,7,0.5244080002,0.5244080002
594,5/16/2021,3.554141375,7,0.5077344821,0.5077344821
595,5/23/2021,4.086985951,7,0.5838551359,0.5838551359
596,5/30/2021,4.299462843,7,0.6142089776,0.6142089776
597,6/6/2021,2.821000675,7,0.4030000965,0.4030000965
598,6/13/2021,3.725986001,7,0.5322837144,0.5322837144
599,6/20/2021,4.194333722,7,0.5991905317,0.5991905317
600,6/27/2021,4.193790137,7,0.5991128767,0.5991128767
601,7/4/2021,4.14573586,7,0.59224798,0.59224798
602,7/11/2021,4.142892729,7,0.5918418184,0.5918418184
603,7/18/2021,3.50908896,7,0.5012984229,0.5012984229
604,7/25/2021,2.551594248,7,0.364513464,0.364513464
605,8/1/2021,3.710972663,7,0.5301389519,0.5301389519
606,8/8/2021,3.573689313,7,0.5105270448,0.5105270448
607,8/15/2021,3.618285136,7,0.5168978765,0.5168978765
608,8/22/2021,3.971594884,7,0.5673706977,0.5673706977
609,8/29/2021,4.165854098,7,0.595122014,0.595122014
610,9/5/2021,2.858150173,7,0.4083071675,0.4083071675
611,9/12/2021,3.680077773,7,0.5257253962,0.5257253962
612,9/19/2021,3.191822837,6,0.5319704728,0.455974691
613,9/26/2021,3.908189727,7,0.5583128182,0.5583128182
614,10/3/2021,3.111837648,7,0.4445482354,0.4445482354
615,10/10/2021,3.480380399,7,0.4971971999,0.4971971999
616,10/17/2021,0.8088214547,7,0.1155459221,0.1155459221
617,10/24/2021,1.49897158,7,0.2141387971,0.2141387971
618,10/31/2021,0.7286698938,7,0.1040956991,0.1040956991
619,11/7/2021,2.545442003,7,0.3636345718,0.3636345718
620,11/14/2021,2.229291603,7,0.318470229,0.318470229
621,11/21/2021,4.109568609,7,0.5870812298,0.5870812298
622,11/28/2021,4.376689803,7,0.6252414005,0.6252414005
623,12/5/2021,2.458900304,7,0.351271472,0.351271472
624,12/12/2021,0.7037769448,7,0.1005395635,0.1005395635
625,12/19/2021,0.6823790481,7,0.09748272116,0.09748272116
626,12/26/2021,1.071296352,7,0.153042336,0.153042336
627,1/2/2022,0.8650384149,7,0.1235769164,0.1235769164
628,1/9/2022,2.993026638,7,0.4275752339,0.4275752339
629,1/16/2022,3.481306186,7,0.4973294552,0.4973294552
630,1/23/2022,3.854788833,7,0.550684119,0.550684119
631,1/30/2022,3.674052981,7,0.5248647116,0.5248647116
632,2/6/2022,3.872771633,7,0.5532530904,0.5532530904
633,2/13/2022,3.75626472,7,0.5366092457,0.5366092457
634,2/20/2022,2.720757685,6,0.4534596142,0.3886796693
635,2/27/2022,1.734574246,7,0.2477963209,0.2477963209
636,3/6/2022,3.623832672,7,0.5176903816,0.5176903816
637,3/13/2022,2.207037208,7,0.3152910297,0.3152910297
638,3/20/2022,3.304716063,7,0.4721022946,0.4721022946
639,3/27/2022,2.722122542,7,0.3888746488,0.3888746488
640,4/3/2022,2.892924021,7,0.4132748601,0.4132748601
641,4/10/2022,1.782797313,7,0.2546853304,0.2546853304
642,4/17/2022,1.699261909,7,0.2427517012,0.2427517012
643,4/24/2022,3.133657132,7,0.4476653045,0.4476653045
644,5/1/2022,2.669511739,7,0.3813588198,0.3813588198
645,5/8/2022,2.046672026,7,0.292381718,0.292381718
646,5/15/2022,3.792874942,7,0.5418392775,0.5418392775
647,5/22/2022,2.862832154,7,0.408976022,0.408976022
648,5/29/2022,2.529649667,6,0.4216082778,0.3613785239
649,6/5/2022,2.780770399,7,0.3972529141,0.3972529141
650,6/12/2022,2.965194431,7,0.4235992044,0.4235992044
651,6/19/2022,4.11010557,7,0.5871579385,0.5871579385
652,6/26/2022,4.267410483,7,0.609630069,0.609630069
653,7/3/2022,2.923629997,7,0.4176614281,0.4176614281
654,7/10/2022,1.670116911,3,0.5567056371,0.2385881302
